000027,深圳能源
000037,深南电A
000407,胜利股份
000416,*ST民控
000513,丽珠集团
000518,四环生物
000590,启迪药业
000598,兴蓉环境
000622,恒立实业
000638,万方发展
000663,永安林业
000679,大连友谊
000711,*ST京蓝
000881,中广核技
000883,湖北能源
000953,河化股份
000963,华东医药
000968,蓝焰控股
001206,依依股份
002001,新 和 成
002020,京新药业
002038,双鹭药业
002042,华孚时尚
002082,万邦德
002099,海翔药业
002102,冠福股份
002107,沃华医药
002149,西部材料
002155,湖南黄金
002172,澳洋健康
002186,全 聚 德
002248,华东数控
002345,潮宏基
002365,永安药业
002404,嘉欣丝绸
002422,科伦药业
002462,嘉事堂
002492,恒基达鑫
002516,旷达科技
002530,金财互联
002545,东方铁塔
002549,凯美特气
002582,好想你
002653,海思科
002663,普邦股份
002675,东诚药业
002688,金河生物
002737,葵花药业
002739,万达电影
002796,世嘉科技
002821,凯莱英
002878,元隆雅图
002900,哈三联
002907,华森制药
002995,天地在线
600000,浦发银行
600018,上港集团
600020,中原高速
600035,楚天高速
600054,黄山旅游
600073,上海梅林
600079,人福医药
600106,重庆路桥
600121,郑州煤电
600161,天坛生物
600249,两面针
600256,广汇能源
600276,恒瑞医药
600300,维维股份
600303,ST曙光
600339,中油工程
600352,浙江龙盛
600380,健康元
600403,大有能源
600433,冠豪高新
600439,瑞贝卡
600513,联环药业
600535,天士力
600595,中孚实业
600617,国新能源
600618,氯碱化工
600626,申达股份
600628,新世界
600650,锦江在线
600681,百川能源
600717,天津港
600738,丽尚国潮
600750,江中药业
600758,辽宁能源
600776,东方通信
600795,国电电力
600867,通化东宝
600963,岳阳林纸
600973,宝胜股份
600988,赤峰黄金
601007,金陵饭店
601098,中南传媒
601113,华鼎股份
601827,三峰环境
601869,长飞光纤
601880,辽港股份
601952,苏垦农发
601969,海南矿业
601998,中信银行
603020,爱普股份
603042,华脉科技
603155,新亚强
603183,建研院
603368,柳药集团
603439,贵州三力
603630,拉芳家化
603803,瑞斯康达
603836,海程邦达
603896,寿仙谷
603917,合力科技
603991,至正股份
605108,同庆楼
605133,嵘泰股份
605333,沪光股份
