000010,美丽生态
000037,深南电A
000089,深圳机场
000501,武商集团
000504,南华生物
000516,国际医学
000523,广州浪奇
000524,岭南控股
000597,东北制药
000598,兴蓉环境
000620,*ST新联
000629,钒钛股份
000663,永安林业
000668,荣丰控股
000679,大连友谊
000705,浙江震元
000726,鲁  泰Ａ
000731,四川美丰
000751,锌业股份
000755,山西路桥
000756,新华制药
000761,本钢板材
000768,中航西飞
000802,北京文化
000848,承德露露
000881,中广核技
000883,湖北能源
000930,中粮科技
000990,诚志股份
000996,*ST中期
001317,三羊马
001330,博纳影业
001337,四川黄金
001872,招商港口
002001,新 和 成
002003,伟星股份
002007,华兰生物
002011,盾安环境
002012,凯恩股份
002021,*ST中捷
002029,七 匹 狼
002083,孚日股份
002102,冠福股份
002127,南极电商
002173,创新医疗
002186,全 聚 德
002193,如意集团
002198,嘉应制药
002255,海陆重工
002269,美邦服饰
002327,富安娜
002329,皇氏集团
002391,长青股份
002427,尤夫股份
002460,赣锋锂业
002468,申通快递
002486,嘉麟杰
002496,辉丰股份
002513,蓝丰生化
002592,ST八菱
002661,克明食品
002693,双成药业
002697,红旗连锁
002731,萃华珠宝
002763,汇洁股份
002802,洪汇新材
002817,黄山胶囊
002818,富森美
002871,伟隆股份
002891,中宠股份
002895,川恒股份
002966,苏州银行
002969,嘉美包装
002997,瑞鹄模具
003017,大洋生物
003042,中农联合
600020,中原高速
600035,楚天高速
600073,上海梅林
600076,康欣新材
600088,中视传媒
600098,广州发展
600106,重庆路桥
600110,诺德股份
600155,华创云信
600156,华升股份
600172,黄河旋风
600179,安通控股
600182,S佳通
600187,国中水务
600196,复星医药
600201,生物股份
600249,两面针
600258,首旅酒店
600297,广汇汽车
600300,维维股份
600301,华锡有色
600310,广西能源
600315,上海家化
600338,西藏珠峰
600366,宁波韵升
600368,五洲交通
600370,三房巷
600419,天润乳业
600423,柳化股份
600439,瑞贝卡
600448,华纺股份
600452,涪陵电力
600478,科力远
600482,中国动力
600486,扬农化工
600515,海南机场
600596,新安股份
600617,国新能源
600628,新世界
600630,龙头股份
600642,申能股份
600650,锦江在线
600654,ST中安
600688,上海石化
600697,欧亚集团
600710,苏美达
600733,北汽蓝谷
600738,丽尚国潮
600751,海航科技
600758,辽宁能源
600769,祥龙电业
600774,汉商集团
600793,宜宾纸业
600812,华北制药
600833,第一医药
600847,万里股份
600857,宁波中百
600858,银座股份
600866,星湖科技
600868,梅雁吉祥
600887,伊利股份
600916,中国黄金
600935,华塑股份
600963,岳阳林纸
600973,宝胜股份
600976,健民集团
600983,惠而浦
600987,航民股份
600993,马应龙
601000,唐山港
601018,宁波港
601028,玉龙股份
601069,西部黄金
601226,华电重工
601229,上海银行
601326,秦港股份
601328,交通银行
601398,工商银行
601607,上海医药
601611,中国核建
601718,际华集团
601818,光大银行
601827,三峰环境
601963,重庆银行
603042,华脉科技
603055,台华新材
603071,物产环能
603076,乐惠国际
603105,芯能科技
603127,昭衍新药
603181,皇马科技
603260,合盛硅业
603317,天味食品
603387,基蛋生物
603608,天创时尚
603630,拉芳家化
603658,安图生物
603697,有友食品
603707,健友股份
603733,仙鹤股份
603836,海程邦达
603839,安正时尚
603856,东宏股份
603882,金域医学
603900,莱绅通灵
603938,三孚股份
603963,大理药业
603977,国泰集团
605117,德业股份
605158,华达新材
605162,新中港
605199,葫芦娃
605338,巴比食品
605339,南侨食品
605555,德昌股份
605599,菜百股份
