Symbol
EXPD
EXPE
EXR
F
FANG
FAST
FCNCA
FCX
FDS
FDX
FE
FERG
FI
FICO
FIS
FITB
FITBI
FITBO
FITBP
FLEX
FLT
FMS
FMX
FNF
FNV
FOX
FOXA
FSLR
FTNT
FTS
FTV
FWONA
FWONK
GD
GDDY
GE
GEHC
GEN
GFL
GFS
GGG
GIB
GILD
GIS
GL
GLPI
GLW
GM
GOLD
GOOG
GOOGL
GPC
GPN
GRAB
GRMN
GS
GSK
GWW
H
HAL
HBAN
HBANM
HBANP
HCA
HD
HDB
HEI
HES
HIG
HLN
HLT
HMC
HOLX
HON
HPE
HPQ
HRL
HSBC
HST
HSY
HTHT
HUBB
HUBS
HUM
HWM
IBM
IBN
ICE
ICLR
IDXX
IEX
IFF
IHG
ILMN
IMO
INCY
INFY
ING
INTC
INTU
INVH
IOT
IP
IPG
IQV
IR
IRM
ISRG
IT
ITUB
ITW
IX
J
JBHT
JBL
JCI
JD
JHX
JKHY
JNJ
JPM
K
KB
KDP
KEYS
KHC
KIM
KKR
KLAC
KMB
KMI
KMX
KO
KOF
KR
KVUE
L
LBRDA
LBRDK
LCID
LDOS
LECO
LEGN
LEN
LH
LHX
LI
LII
LIN
LKQ
LLY
LMT
LNG
LNT
LOGI
LOW
LPLA
LRCX
LSCC
LULU
LUV
LVS
LW
LYB
LYG
LYV
MA
MAA
MANH
MAR
MAS
MCD
MCHP
MCK
MCO
MDB
MDLZ
MDT
MELI
MET
META
MFC
MFG
MGA
MGM
MKC
MKL
MLM
MMC
MMM
MNST
MO
MOH
MOS
MPC
MPLX
MPWR
MRK
MRNA
MRO
MRVL
MS
MSCI
MSFT
MSI
MT
MTB
MTCH
MTD
MU
MUFG
NBIX
NDAQ
NDSN
NEE
NEM
NET
NFLX
NGG
NICE
NIMC
NIO
NKE
NMR
NOC
NOK
NOW
NSC
NTAP
NTES
NTR
NTRS
NU
NUE
NVDA
NVO
NVR
NVS
NWG
NWS
NWSA
NXPI
O
OC
ODFL
OKE
OKTA
OMC
ON
ORAN
ORCL
ORLY
OTIS
OVV
OWL
OXY
PAA
PAG
PANW
PARAP
PAYC
PAYX
PBA
PBR
PCAR
PCG
PCTY
PDD
PEG
PEP
PFE
PFG
PFH
PG
PGR
PH
PHG
PHM
PINS
PKG
PKX
PLD
PLTR
PM
PNC
PNR
PODD
POOL
PPG
PPL
PRU
PSA
PSTG
PSX
PTC
PUK
PWR
PXD
PYPL
QCOM
QQQ
QSR
RACE
RBA
RBLX
RCI
RCL
RDY
REGN
RELX
RF
RIO
RIVN
RJF
RKT
RMD
RNR
ROK
ROL
ROP
ROST
RPM
RPRX
RS
RSG
RTO
RTX
RVTY
RY
RYAAY
RYAN
SAIA
SAN
SAP
SBAC
SBUX
SCCO
SCHW
SE
SGEN
SHEL
SHG
SHOP
SHW
SIRI
SJM
SLB
SLF
SLMBP
SMCI
SMFG
SNA
SNAP
SNN
SNOW
SNPS
SNY
SO
SOJE
SONY
SPG
SPGI
SPLK
SPOT
SPY
SQ
SQM
SRE
SREA
SRPT
SSNC
STE
STLA
STLD
STM
STT
STX
STZ
SU
SUI
SWK
SWKS
SYF
SYK
SYM
SYY
T
TAK
TAP
TBB
TBC
TCOM
TD
TDG
TDY
TEAM
TECH
TECK
TEF
TEL
TER
TEVA
TFC
TFII
TGT
TJX
TLK
TLT
TM
TME
TMO
TMUS
TPL
TRGP
TRI
TRMB
TROW
TRP
TRU
TRV
TS
TSCO
TSLA
TSM
TSN
TT
TTD
TTE
TTWO
TU
TVE
TW
TWLO
TXN
TXT
TYL
U
UAL
UBER
UBS
UDR
UGIC
UL
ULTA
UMC
UNH
UNP
UPS
URI
USB
UTHR
V
VALE
VEEV
VFS
VICI
VIV
VLO
VLYPO
VMC
VMW
VOD
VRSK
VRSN
VRT
VRTX
VST
VTR
VTRS
VZ
WAB
WAT
WBA
WBD
WCN
WDAY
WDC
WDS
WEC
WELL
WES
WFC
WIT
WLK
WM
WMB
WMG
WMT
WPC
WPM
WRB
WSO
WST
WTW
WY
WYNN
XEL
XOM
XP
XYL
YUM
YUMC
ZBH
ZBRA
ZM
ZS
ZTO
ZTS
