Symbol
LOW
LPLA
LRCX
LSCC
LULU
LUV
LW
LYB
LYV
MA
MACAU
MANH
MAR
MARXU
MBINN
MBLY
MCD
MCK
MCO
MDB
MDLZ
META
MFC
MGM
MGRB
MHLA
MHNC
MINDP
MITAU
MKL
MLM
MMC
MNSBP
MNST
MO
MOH
MOS
MPC
MPLX
MPRAU
MRK
MRNA
MRO
MSFT
MSI
MT
MTD
MTRYW
MU
NAMSW
NBIX
NBSTU
NDAQ
NEM
NET
NEWTL
NEWTZ
NFLX
NI
NICE
NIMC
NIO
NKE
NLSPW
NMR
NOC
NOK
NOW
NPCT
NSC
NSS
NTES
NTR
NTRS
NU
NUBIU
NUE
NVDA
NVO
NVR
NVS
NWG
NWS
NXPI
NYMTL
NYMTN
OCAXU
OCCIO
OCFCP
ODFL
OFSSH
OKE
OLITU
OMC
ON
ONBPO
ONBPP
OPFI
ORAN
ORI
OSAAW
OTECW
OTIS
OTRKP
OVV
OXLCN
OXLCO
OXLCP
OXLCZ
OXSQG
OXUSU
OXY
OZKAP
PAG
PARAP
PAYC
PBAXU
PBR
PCAR
PCGU
PCTTU
PCTY
PEG
PEGRU
PFH
PFTAU
PG
PHG
PHM
PINS
PKG
PKX
PLAOU
PLD
PLTR
PNC
PNFPP
PNR
POOL
POWWP
PPG
PRS
PRSRU
PSTG
PSX
PTHRU
PUK
PWR
PXD
PYPL
PYT
QCOM
QOMOU
RBA
RBCP
RBLX
RCL
RCLFU
RDY
REG
RELX
RENEU
RENEW
RILYL
RILYM
RILYO
RIO
RKT
RMD
RNWWW
ROP
RS
RSVRW
RTLPO
RTO
RWAYZ
RZB
SABRP
SACC
SAIA
SAJ
SAN
SAP
SAT
SBAC
SBBA
SCCB
SCCE
SCCF
SEATW
SGIIU
SHEL
SHG
SHOP
SHUAU
SIRI
SJM
SLAMU
SLB
SLF
SLMBP
SLNHP
SLVRU
SNA
SNAP
SNCRL
SNPS
SNY
SOHOB
SOHOO
SOJD
SOJE
SONY
SPG
SPLK
SPY
SQ
SQFTP
SQM
SRE
SRPT
SSNC
STE
STLA
STLD
STX
SVIIU
SWK
SYM
SYY
TBCPU
TBLTW
TD
TDG
TDY
TEAF
TECTP
TEF
TER
TEVA
TFINP
TFSA
TGAAU
TGT
THCPU
THRY
TJX
TLK
TM
TME
TMO
TNET
TPL
TPTA
TRGP
TRINL
TRMK
TROW
TRP
TRU
TSLA
TSM
TT
TTD
TTWO
TU
TVC
TVE
TWI
TWLO
TWLVU
TYL
U
UAL
UBS
UCBIO
UDR
UGIC
UHAL
UL
UNMA
UNP
UPS
URI
UTAAU
UTHR
UWMC
UZE
UZF
V
VALE
VCXAU
VGM
VHNAU
VIASP
VICI
VLYPO
VMC
VMCAU
VMW
VRSN
VRTX
VSSYW
VST
VTR
VZ
WAB
WALDW
WAT
WBA
WBD
WCN
WDAY
WDC
WDS
WHLRD
WIT
WLK
WM
WPM
WSBCP
WSM
WSO
WST
WTFCM
WTFCP
WY
XBIOW
XEL
XOM
XOMAO
XOMAP
XPAXU
XPEV
XYL
YPF
Z
ZG
ZI
ZM
ZS
ZTR
ZVIA
